AFDX_INPUT_MESSAGE;GPSPY_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_22;Cryto keys erasure resquest;4;0;216;FS_FDS_22;;209;Boolean;FMS_GADIRS_CRYPTO_KEYS_ERASURE_COMMAND_2;no;240;;;FMS_GADIRS_CRYPTO_KEYS_ERASURE_COMMAND_2;SCAF----------------------------;Equal to 1 for all GPS PY crypto keys erasure request.;;FMS_GADIRS_CRYPTO_KEYS_ERASURE_COMMAND_SG_2;Boolean;;;1;216;1;GPS keys erasure requested;not requested;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;GPSPY_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_23;Mission duration for cryto keys validity interogation;4;0;220;FS_FDS_23;;210;Integer;FMS_GADIRS_CRYPTO_KEYS_MISSION_DURATION_2;no;240;;;FMS_GADIRS_CRYPTO_KEYS_MISSION_DURATION_2;SCAF----------------------------;Mission duration estimation based on the F-PLN destination ETA for checking the daily key validity during the mission.;;FMS_GADIRS_CRYPTO_KEYS_MISSION_DURATION_SG_2;Integer;;;32;220;;;;;;;;;;;;;;;;1;365;day;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_3C_GADIRS;14269;CDS_GADIRS_MESSAGE_3C;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_9;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_3C;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_3C;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_IL_GADIRS;14262;CDS_GADIRS_MESSAGE_IL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_2;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_IL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_IL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_IR_GADIRS;14267;CDS_GADIRS_MESSAGE_IR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_7;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_IR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_IR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_LL_GADIRS;14263;CDS_GADIRS_MESSAGE_LL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_3;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_LL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_LL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_LR_GADIRS;14268;CDS_GADIRS_MESSAGE_LR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_8;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_LR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_LR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_OL_GADIRS;14261;CDS_GADIRS_MESSAGE_OL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_1;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_OL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_OL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_DU_OR_GADIRS;14266;CDS_GADIRS_MESSAGE_OR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_6;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_OR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_OR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_FW_1_BROADCAST;16419;FW_BROADCAST_1;;;non protocol based data;;100;40;240;240;FDS_BROADCAST;;4;0;8;FS_FDS_BROADCAST;;4;Integer;FW_FLIGHT_PHASE_1;no;240;;;FW_FLIGHT_PHASE_1;SCAF----------------------------;Civil flight phase;;FW_FLIGHT_PHASE_1;Integer;;;32;8;;;;;;;;;;;;;;;;1;12;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_FW_1_BROADCAST;16419;FW_BROADCAST_1;;;non protocol based data;;100;40;240;240;FDS_BROADCAST2;;4;0;12;FS_FDS_BROADCAST2;;5;Boolean;FW_FLIGHT_WARNING_VALID_1;no;240;;;FW_FLIGHT_WARNING_VALID_1;SCAF----------------------------;Validity of the FWA x (x=1 or 2);;FW_FLIGHT_WARNING_VALID_1;Boolean;;;1;12;1;Flight warning valid;Flight warning not valid;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_FW_2_BROADCAST;16420;FW_BROADCAST_2;;;non protocol based data;;100;40;240;240;FDS_BROADCAST;;4;0;8;FS_FDS_BROADCAST;;4;Integer;FW_FLIGHT_PHASE_2;no;240;;;FW_FLIGHT_PHASE_2;SCAF----------------------------;Civil flight phase;;FW_FLIGHT_PHASE_2;Integer;;;32;8;;;;;;;;;;;;;;;;1;12;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_FW_2_BROADCAST;16420;FW_BROADCAST_2;;;non protocol based data;;100;40;240;240;FDS_BROADCAST2;;4;0;12;FS_FDS_BROADCAST2;;5;Boolean;FW_FLIGHT_WARNING_VALID_2;no;240;;;FW_FLIGHT_WARNING_VALID_2;SCAF----------------------------;Validity of the FWA x (x=1 or 2);;FW_FLIGHT_WARNING_VALID_2;Boolean;;;1;12;1;Flight warning valid;Flight warning not valid;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Float;MMMS_TRN_LATITUDE_1;no;10000;;;MMMS_TRN_LATITUDE_1;NNAF----------------------------;TRN Position Fix Latitude;;MMMS_TRN_LATITUDE_1;Float;;;64;8;;;;;;;;;;;-90;90;deg;;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Float;MMMS_TRN_STANDARD_DEVIATION_LATITUDE_1;no;10000;;;MMMS_TRN_HORIZONTAL_EPU_NORTH_SOUTH_1;NNAF----------------------------;Estimated standard deviation Pos Fix Latitude;;MMMS_TRN_HORIZONTAL_EPU_NORTH_SOUTH_1;Float;;;32;16;;;;;;;;;;;0;16;NM;;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Float;MMMS_TRN_LONGITUDE_1;no;10000;;;MMMS_TRN_LONGITUDE_1;NNAF----------------------------;TRN Position Fix Longitude;;MMMS_TRN_LONGITUDE_1;Float;;;64;24;;;;;;;;;;;-180;180;deg;;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Float;MMMS_TRN_STANDARD_DEVIATION_LONGITUDE_1;no;10000;;;MMMS_TRN_HORIZONTAL_EPU_EAST_WEST_1;NNAF----------------------------;Estimated standard deviation Pos Fix Longitude;;MMMS_TRN_HORIZONTAL_EPU_EAST_WEST_1;Float;;;32;32;;;;;;;;;;;0;16;NM;;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Integer;MMMS_TRN_HOR_CH_TIME_TAG_1;no;10000;;;MMMS_TRN_HORIZONTAL_CHANNEL_TIME_COUNTER_1;NNAF----------------------------;Time tag for TRN horizontal channel;;MMMS_TRN_HORIZONTAL_CHANNEL_TIME_COUNTER_1;Integer;;;32;36;;;;;;;;;;;;;;;;0;2147483647;No Unit;;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Float;MMMS_TRN_CORRELATION_COEFFICIENT_1;no;5000;;;MMMS_TRN_CORRELATION_COEFFICIENT_1;NNAF----------------------------;Estimated Correlation Coefficient;;MMMS_TRN_CORRELATION_COEFFICIENT_1;Float;;;32;40;;;;;;;;;;;-1;1;No Unit;;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_1;;48;8;8;FS_FDS_MMMC_GADIRS_AP3_MSG_1;;4;Enumerate;MMMS_TRN_USED_GADIRU_HORIZONTAL_CHANNEL;no;120;;;MMMS_TRN_USED_GADIRU_HORIZONTAL_CHANNEL_1;;Indicates the used GADIRU for TRN Position data;;MMMS_TRN_USED_GADIRU_HORIZONTAL_CHANNEL_1;Enumerate;;;32;44;;;;;;;;;;{[1:GADIRU1]&[2:GADIRU2]&[3:GADIRU3]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_2;;24;8;56;FS_FDS_MMMC_GADIRS_AP3_MSG_2;;5;Float;MMMS_TRN_ALTITUDE_1;no;5000;;;MMMS_TRN_GEODETIC_ALTITUDE_1;NNAF----------------------------;TRN Position Fix Altitude;;MMMS_TRN_GEODETIC_ALTITUDE_1;Float;;;32;56;;;;;;;;;;;-131072;131072;ft;;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_2;;24;8;56;FS_FDS_MMMC_GADIRS_AP3_MSG_2;;5;Float;MMMS_TRN_STANDARD_DEVIATION_ALTITUDE_1;no;5000;;;MMMS_TRN_EPU_GEODETIC_ALTITUDE_1;NNAF----------------------------;Estimated standard deviation Pos Fix Altitude;;MMMS_TRN_EPU_GEODETIC_ALTITUDE_1;Float;;;32;60;;;;;;;;;;;0;32768;ft;;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_2;;24;8;56;FS_FDS_MMMC_GADIRS_AP3_MSG_2;;5;Integer;MMMS_TRN_VERT_CH_TIME_TAG_1;no;5000;;;MMMS_TRN_VERTICAL_CHANNEL_TIME_COUNTER_1;NNAF----------------------------;Time tag for TRN vertical channel;;MMMS_TRN_VERTICAL_CHANNEL_TIME_COUNTER_1;Integer;;;32;64;;;;;;;;;;;;;;;;0;2147483647;No Unit;;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_MMMC_1_GADIRS_AP3;43710;MMMC_GADIRS_AP3_MSG_1;;;non protocol based data;;80;0;10000;10000;FDS_MMMC_GADIRS_AP3_MSG_2;;24;8;56;FS_FDS_MMMC_GADIRS_AP3_MSG_2;;5;Enumerate;MMMS_TRN_USED_GADIRU_VERTICAL_CHANNEL;no;120;;;MMMS_TRN_USED_GADIRU_VERTICAL_CHANNEL_1;NNAF----------------------------;Indicates the used GADIRU for TRN Position data;;MMMS_TRN_USED_GADIRU_VERTICAL_CHANNEL_1;Enumerate;;;32;68;;;;;;;;;;{[1:GADIRU1]&[2:GADIRU2]&[3:GADIRU3]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Enumerate;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_1;no;240;;;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_1;SCAF----------------------------;Designate the PRAIM request source (FMC 1 or 2)  for the Military GPS;;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_SG_1;Enumerate;;;32;136;;;;;;;;;;{[1:FMC1]&[2:FMC2]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Float;FMS_MILPRAIM_DEST_LAT_1;no;240;;;FMS_MILPRAIM_DEST_LAT_1;SCAF----------------------------;Destination airport latitude for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_LAT_SG_1;Float;;;32;140;;;;;;;;;;;-90;90;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Float;FMS_MILPRAIM_DEST_LONG_1;no;240;;;FMS_MILPRAIM_DEST_LONG_1;SCAF----------------------------;Destination airport longitude for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_LONG_SG_1;Float;;;32;144;;;;;;;;;;;-180;180;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Integer;FMS_MILPRAIM_DEST_ETA_HOURS_1;no;240;;;FMS_MILPRAIM_DEST_ETA_HOURS_1;SCAF----------------------------;Estimated Time of Arrival at the destination airport for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_ETA_HOURS_SG_1;Integer;;;32;148;;;;;;;;;;;;;;;;0;23;h;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Integer;FMS_MILPRAIM_DEST_ETA_MINUTES_1;no;240;;;FMS_MILPRAIM_DEST_ETA_MINUTES_1;SCAF----------------------------;Estimated Time of Arrival at the destination airport for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_ETA_MINUTES_SG_1;Integer;;;32;152;;;;;;;;;;;;;;;;0;59;min;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Boolean;FMS_MILPRAIM_DEST_SEQUENCE_1;no;240;;;FMS_MILPRAIM_DEST_SEQUENCE_1;SCAF----------------------------;;;FMS_MILPRAIM_DEST_SEQUENCE_SG_1;Boolean;;;1;156;1;1;0;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Float;FMS_MILPRAIM_ALTERNATE_LAT_1;no;240;;;FMS_MILPRAIM_ALTERNATE_LAT_1;SCAF----------------------------;Selected alternate waypoint latitude for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_LAT_SG_1;Float;;;32;164;;;;;;;;;;;-90;90;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Float;FMS_MILPRAIM_ALTERNATE_LONG_1;no;240;;;FMS_MILPRAIM_ALTERNATE_LONG_1;SCAF----------------------------;Selected alternate waypoint longitude for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_LONG_SG_1;Float;;;32;168;;;;;;;;;;;-180;180;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Integer;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_1;no;240;;;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_1;SCAF----------------------------;Estimated Time of Arrival at the selected alternate waypoint for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_SG_1;Integer;;;32;172;;;;;;;;;;;;;;;;0;23;h;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Integer;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_1;no;240;;;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_1;SCAF----------------------------;Estimated Time of Arrival at the selected alternate waypoint for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_SG_1;Integer;;;32;176;;;;;;;;;;;;;;;;0;59;min;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Boolean;FMS_MILPRAIM_ALTERNATE_SEQUENCE_1;no;240;;;FMS_MILPRAIM_ALTERNATE_SEQUENCE_1;SCAF----------------------------;;;FMS_MILPRAIM_ALTERNATE_SEQUENCE_SG_1;Boolean;;;1;180;1;1;0;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_1_1;no;240;;;FMS_GPSPY_SAT_DESELECTION_1_1;SCAF----------------------------;First deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_1_SG_1;Integer;;;32;184;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_2_1;no;240;;;FMS_GPSPY_SAT_DESELECTION_2_1;SCAF----------------------------;Second deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_2_SG_1;Integer;;;32;188;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_3_1;no;240;;;FMS_GPSPY_SAT_DESELECTION_3_1;SCAF----------------------------;Third deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_3_SG_1;Integer;;;32;192;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_4_1;no;240;;;FMS_GPSPY_SAT_DESELECTION_4_1;SCAF----------------------------;Fourth deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_4_SG_1;Integer;;;32;196;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_GPSPY_FOR_MIL_NAV_1;no;240;;;FMS_DESELECT_GPSPY_FOR_MIL_NAV_1;SCAF----------------------------;Selection/deselection of GPS PY. Equal to 1 for deselection request.;;FMS_DESELECT_GPSPY_FOR_MIL_NAV_SG_1;Boolean;;;1;200;1;GPS PY deselected;GPS PY selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_1;no;240;;;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_1;SCAF----------------------------;Selection/deselection of the MMR GPS in the military hybrid filter (GPS C/A with WAAS-EGNOS augmentation TBD). Equal to 1 for deselection request.;;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_SG_1;Boolean;;;1;200;2;GPS C;A deselected / GPS C/A selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_TRN_FOR_MIL_NAV_1;no;240;;;FMS_DESELECT_TRN_FOR_MIL_NAV_1;SCAF----------------------------;Selection/deselection of TRN. Equal to 1 for deselection request.;;FMS_DESELECT_TRN_FOR_MIL_NAV_SG_1;Boolean;;;1;200;6;TRN deselected;TRN selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_24;Manual updated position;16;0;224;FS_FDS_24;;211;Float;FMS_POSITION_UPDATE_LATITUDE_1;no;120;;;FMS_POSITION_UPDATE_LATITUDE_1;SCAF----------------------------;Latitude of the FMS updated position for the GADIRS hybrid position (Military and/or civil) update.;;FMS_POSITION_UPDATE_LATITUDE_SG_1;Float;;;64;224;;;;;;;;;;;-90;90;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_24;Manual updated position;16;0;224;FS_FDS_24;;211;Float;FMS_POSITION_UPDATE_LONGITUDE_1;no;120;;;FMS_POSITION_UPDATE_LONGITUDE_1;SCAF----------------------------;Longitude of the FMS updated position for the GADIRS hybrid position (Military and/or civil) update.;;FMS_POSITION_UPDATE_LONGITUDE_SG_1;Float;;;64;232;;;;;;;;;;;-180;180;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_25;Radar updated position;16;0;248;FS_FDS_25;;240;Float;FMS_RADAR_UPDATE_LATITUDE_1;no;120;;;FMS_RADAR_UPDATE_LATITUDE_1;SCAF----------------------------;Latitude of the radar updated position for the GADIRS military hybrid position update.;;FMS_RADAR_UPDATE_LATITUDE_SG_1;Float;;;64;248;;;;;;;;;;;-90;90;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_25;Radar updated position;16;0;248;FS_FDS_25;;240;Float;FMS_RADAR_UPDATE_LONGITUDE_1;no;120;;;FMS_RADAR_UPDATE_LONGITUDE_1;SCAF----------------------------;Longitude of the radar updated position for the GADIRS military hybrid position update.;;FMS_RADAR_UPDATE_LONGITUDE_SG_1;Float;;;64;256;;;;;;;;;;;-180;180;deg;0.0001;Double Precision;;;;;
